epoch,time,lr,loss,acc,val_loss,val_acc
1,67.37091695799609,0.001,0.44686563433362886,83.0048076923077,0.2677765004336834,89.453125
2,65.58455612500256,0.001,0.24956356321389858,91.51442307692308,0.29292493499815464,87.890625
3,65.50869383299869,0.001,0.20099631123817885,93.4375,0.17491958336904645,92.578125
4,65.49618650000048,0.001,0.16949148713969267,94.375,0.28546574991196394,90.234375
5,65.5191905419997,0.001,0.15861626826943112,94.1826923076923,0.1450342210009694,95.1171875
6,66.20039258299948,0.001,0.14007553860115318,95.21634615384616,0.10360918007791042,96.09375
7,67.1904441250008,0.001,0.12991795738299305,95.40865384615384,0.31457788310945034,89.84375
8,66.72437429199636,0.001,0.12020874621633154,95.76923076923077,0.2053669486194849,91.796875
9,67.2909579170082,0.001,0.11850763934736068,95.96153846153847,0.11338827898725867,95.5078125
10,67.20585433300585,0.001,0.10733244054449292,96.4423076923077,0.2851022109389305,90.234375
11,66.55119208300312,0.001,0.10348024728636329,96.20192307692308,0.09453926607966423,96.2890625
12,66.7775099999999,0.001,0.1043170282473931,96.4423076923077,0.11722936807200313,96.09375
13,66.86905437499809,0.001,0.07984454007640195,97.1875,0.3171712625771761,89.453125
14,67.03238033299567,0.001,0.08463125447026239,97.09134615384616,0.20713571109808981,92.7734375
15,66.23292262500036,0.001,0.07724972286154158,97.3076923076923,0.11544890003278852,96.09375
16,65.68689625000115,0.001,0.08670030424299721,96.97115384615384,0.07987174624577165,96.875
17,67.33830587500415,0.001,0.08714399117474945,96.9951923076923,0.14792184182442725,95.1171875
18,68.8640874170087,0.001,0.059749539902147195,97.98076923076923,0.47330559650436044,89.2578125
19,68.18475666599988,0.001,0.07961947156940229,97.3798076923077,0.09452367923222482,96.484375
20,68.99725570800365,0.001,0.06408664474729449,97.54807692307692,0.5597174912691116,86.71875
21,69.01835187499819,0.001,0.06031205531102247,97.78846153846153,0.0941367499763146,96.6796875
22,68.88332987499598,0.001,0.07698665890224779,97.42788461538461,0.08777482924051583,96.6796875
23,70.07444541700534,0.0001,0.038077916173586766,98.72596153846153,0.08010879263747483,97.0703125
24,69.96056416700594,0.0001,0.0361245266152904,98.77403846153847,0.08711518003838137,97.265625
25,68.6629043330031,0.0001,0.029681226261891423,98.9423076923077,0.07652451549074613,97.65625
26,68.23419158300385,0.0001,0.03434274342725985,98.70192307692308,0.08589051302988082,97.265625
27,69.08194745800574,0.0001,0.03375562371578641,98.79807692307692,0.08150795436813496,97.265625
28,69.27537433299585,0.0001,0.033783898036479236,98.70192307692308,0.08372022106777877,97.0703125
29,69.53369695799483,0.0001,0.02783394364031175,99.08653846153847,0.08813979418482631,97.4609375
30,68.97507400000177,0.0001,0.024845520405170435,99.13461538461539,0.08468153892317787,97.0703125
31,68.91542354199919,0.0001,0.02505856949383787,99.23076923076923,0.08172833052230999,97.265625
32,69.71638891700422,1e-05,0.024155843083728822,99.2548076923077,0.0817668290110305,97.265625
33,68.22926766599994,1e-05,0.025295908734327754,99.15865384615384,0.07936683809384704,97.0703125
34,69.21038616599981,1e-05,0.021746131982161805,99.35096153846153,0.08519852469908074,97.4609375
35,68.62854854199395,1e-05,0.01799120914701444,99.47115384615384,0.08144006243674085,97.4609375
36,67.04277500000899,1e-05,0.020210796296865178,99.39903846153847,0.08341564785223454,97.4609375
37,67.13562920798722,1e-05,0.03254516641475046,98.8701923076923,0.08086225157603621,97.4609375
38,67.69841012501274,1.0000000000000002e-06,0.019774376642621622,99.375,0.07953585372888483,97.4609375
39,68.09138829199946,1.0000000000000002e-06,0.01767422900436661,99.4951923076923,0.08218719766591676,97.265625
40,68.3076491249958,1.0000000000000002e-06,0.023248203911890204,99.20673076923077,0.08918012958019972,97.4609375
41,68.32337079200079,1.0000000000000002e-06,0.022396149709283445,99.30288461538461,0.08068627264583483,97.4609375
42,69.34641470800852,1.0000000000000002e-06,0.02617159681663347,99.13461538461539,0.09218200846225955,97.4609375
43,67.71366204200604,1.0000000000000002e-06,0.02465469637984195,99.27884615384616,0.08719278944772668,97.4609375
44,68.6190903329989,1.0000000000000002e-07,0.021362942310784443,99.20673076923077,0.08371938241180032,97.265625
45,67.61968408299435,1.0000000000000002e-07,0.022306827269046783,99.20673076923077,0.07782852460513823,97.65625
46,66.79119079200609,1.0000000000000002e-07,0.021120006366534372,99.32692307692308,0.07667753615533002,97.265625
47,66.63625558400236,1.0000000000000002e-07,0.02095802088084523,99.23076923076923,0.08245815505506471,97.265625
48,67.55224091699347,1.0000000000000002e-07,0.020271350508510994,99.42307692307692,0.08172288446803577,97.0703125
49,67.09382087500126,1.0000000000000002e-07,0.022337744068443917,99.2548076923077,0.08004203659947962,97.65625
50,68.37357808300294,1.0000000000000004e-08,0.022821512687593127,99.15865384615384,0.08066452236380428,97.65625
