epoch,time,lr,loss,acc,val_loss,val_acc
1,90.91186800000287,0.001,0.15716965964171462,95.02403846153847,0.0694372970610857,97.8515625
2,87.93045741600145,0.001,0.07950685718096792,97.57211538461539,0.06858242629095912,97.65625
3,87.90248141700067,0.001,0.041839167875989985,98.58173076923077,0.048492487985640764,98.046875
4,87.91234104099931,0.001,0.0387357065861579,98.77403846153847,0.03012175502954051,98.6328125
5,88.50988808400143,0.001,0.03791265082859004,98.91826923076923,0.03475299431011081,98.6328125
6,88.21900200000164,0.001,0.02388729777381881,99.1826923076923,0.04570175220760575,99.0234375
7,88.54271724999853,0.001,0.03402902497020058,98.79807692307692,0.04553380818106234,98.2421875
8,88.47441949999848,0.001,0.01808227517109257,99.35096153846153,0.047505006587016396,98.6328125
9,88.40803995800161,0.001,0.021179406696683147,99.2548076923077,0.04463273155852221,98.6328125
10,88.32145137500265,0.001,0.025423866494233713,99.27884615384616,0.05925650184508413,98.4375
11,88.40788570800214,0.0001,0.010499328580968163,99.66346153846153,0.03657000829844037,98.828125
12,88.49496608399932,0.0001,0.0063155649681413285,99.8076923076923,0.03311276570093469,98.6328125
13,88.58017562500027,0.0001,0.0015494175854865507,100.0,0.03757999218714758,98.6328125
14,88.5166792500022,0.0001,0.005051356757329674,99.78365384615384,0.03592573423156864,98.4375
15,88.5079450839985,0.0001,0.0009590521542367452,100.0,0.03672230945630872,98.6328125
16,88.56224654200196,0.0001,0.0013251589750290385,100.0,0.03391418288560999,98.6328125
17,88.54292491700107,1e-05,0.0016347303777960265,99.92788461538461,0.03506089469078688,98.6328125
18,88.65195495799708,1e-05,0.0007568614019121993,100.0,0.037451851174864714,98.6328125
19,88.82722029200158,1e-05,0.0006372784937621663,100.0,0.034681514929161494,98.6328125
20,88.75287779100108,1e-05,0.0014891703558095497,99.95192307692308,0.03599031246926643,98.6328125
21,88.89167162499871,1e-05,0.001536685524780086,99.97596153846153,0.03513715202757339,98.6328125
22,88.71292470899789,1e-05,0.0006041280367718663,100.0,0.03477487062491491,98.828125
23,88.94191270800002,1.0000000000000002e-06,0.0008032318734194632,100.0,0.033982244169237674,98.6328125
24,89.30916695899941,1.0000000000000002e-06,0.0011090613450654438,99.95192307692308,0.03537131010421035,98.6328125
25,89.01315870799954,1.0000000000000002e-06,0.0007251265186578866,100.0,0.03594986490725205,98.6328125
26,89.91237533399908,1.0000000000000002e-06,0.0018029574583465547,99.92788461538461,0.03494196925112192,98.6328125
27,89.70439791700119,1.0000000000000002e-06,0.0011483348297518276,99.95192307692308,0.035280756788552026,99.0234375
28,88.95370666700182,1.0000000000000002e-06,0.0005699008372665468,100.0,0.037267738649461535,98.6328125
29,89.60628166600145,1.0000000000000002e-07,0.0007778450336572335,99.95192307692308,0.03638260069169519,98.6328125
30,89.67316216600011,1.0000000000000002e-07,0.0005181723106313887,100.0,0.03426507994572603,98.828125
31,89.79851395799778,1.0000000000000002e-07,0.0010196540850354442,99.97596153846153,0.03348224601631955,98.6328125
32,89.8418223339977,1.0000000000000002e-07,0.0011311005164788394,99.97596153846153,0.033666872513549606,98.6328125
33,90.84295533299883,1.0000000000000002e-07,0.0014479074421274163,99.95192307692308,0.03391433654201137,98.6328125
34,88.91979416599861,1.0000000000000002e-07,0.0015416254291617055,99.95192307692308,0.038202347275273496,98.828125
35,90.10075266700005,1.0000000000000004e-08,0.0008763208446243181,99.95192307692308,0.039551771235210254,98.6328125
36,89.1152239999974,1.0000000000000004e-08,0.0008540995100999611,99.97596153846153,0.03740362213420667,98.6328125
37,91.1754177920011,1.0000000000000004e-08,0.0004962230850144177,100.0,0.03641111810361508,98.6328125
38,89.34686650000003,1.0000000000000004e-08,0.0008855454092834127,100.0,0.03771900832794017,98.6328125
39,89.79647441699854,1.0000000000000004e-08,0.0004168331506382226,100.0,0.03328704184741582,98.6328125
40,89.66787087500416,1.0000000000000004e-08,0.0009713803886055618,99.97596153846153,0.03644283294147499,98.6328125
41,89.86446525000065,1.0000000000000004e-08,0.0012837287281294825,99.97596153846153,0.03698921705290559,98.6328125
42,89.46846304200153,1.0000000000000004e-08,0.0006262241377131572,100.0,0.031880120117193655,98.828125
43,89.90519437500188,1.0000000000000004e-08,0.000621933900248013,100.0,0.037416009344269696,98.6328125
44,89.65484045800258,1.0000000000000004e-08,0.001288653574500551,99.97596153846153,0.03448941277656559,98.6328125
45,90.1675188750014,1.0000000000000004e-08,0.0007690843282043366,99.97596153846153,0.031729982471006224,98.6328125
46,89.2542374590048,1.0000000000000004e-08,0.0005002382599286648,100.0,0.034086445236880536,98.6328125
47,90.72439620899968,1.0000000000000004e-08,0.0007406694960318069,99.97596153846153,0.037157725891574955,98.6328125
48,89.095458374999,1.0000000000000004e-08,0.0009646355185605689,100.0,0.03293464106172905,98.6328125
49,89.73324658300407,1.0000000000000004e-08,0.0010351225185331713,99.97596153846153,0.037752877403136154,98.6328125
50,90.03093812499719,1.0000000000000004e-08,0.0005989348049139992,100.0,0.03654457923221344,98.6328125
