accuracy,f1_score,sensitivity,specificity
100.0,1.0,1.0,1.0
100.0,1.0,1.0,1.0
100.0,1.0,1.0,1.0
99.79209979209979,0.9979166395959753,0.9978260869565218,0.998015873015873
99.79209979209979,0.9979208541355984,0.997907949790795,0.9979423868312758
100.0,1.0,1.0,1.0
99.79209979209979,0.9978858722644901,0.9976190476190476,0.9981617647058824
99.79209979209979,0.9979173973095025,0.9978354978354979,0.99800796812749
99.79209979209979,0.9979065202536548,0.997737556561086,0.9980842911877394
99.58419958419958,0.995832466902336,0.9956521739130435,0.9960474308300395
100.0,1.0,1.0,1.0
100.0,1.0,1.0,1.0
99.58419958419958,0.9957439654562186,0.9951219512195122,0.9964028776978417
100.0,1.0,1.0,1.0
99.79209979209979,0.9979192351783358,0.9978632478632479,0.997983870967742
99.79209979209979,0.9979166395959753,0.9978260869565218,0.998015873015873
99.37629937629937,0.9937628859295375,0.9937759336099585,0.9938271604938271
99.16839916839916,0.9915894387130617,0.9907834101382489,0.9925373134328358
100.0,1.0,1.0,1.0
99.79209979209979,0.9979128789686758,0.997787610619469,0.998046875
99.58419958419958,0.9958340550840118,0.9956709956709957,0.996031746031746
100.0,1.0,1.0,1.0
99.79209979209979,0.9979197031360151,0.9979757085020242,0.9978723404255319
99.58419958419958,0.9958398201003287,0.9957627118644068,0.9959514170040487
100.0,1.0,1.0,1.0
100.0,1.0,1.0,1.0
100.0,1.0,1.0,1.0
100.0,1.0,1.0,1.0
100.0,1.0,1.0,1.0
100.0,1.0,1.0,1.0
99.79209979209979,0.9979018081092281,0.9977064220183487,0.9981060606060606
99.79209979209979,0.99791055798093,0.9977678571428572,0.998062015503876
99.79209979209979,0.9979117553845018,0.9977777777777778,0.9980544747081712
100.0,1.0,1.0,1.0
100.0,1.0,1.0,1.0
99.58419958419958,0.9958307329588794,0.9956331877729258,0.9960629921259843
99.58419958419958,0.9957784799017027,0.9952830188679245,0.996309963099631
99.79209979209979,0.9979149056072133,0.9978070175438596,0.9980314960629921
100.0,1.0,1.0,1.0
99.58419958419958,0.9958223318510284,0.9955555555555555,0.9961240310077519
100.0,1.0,1.0,1.0
99.16839916839916,0.9916038262812457,0.9908675799086758,0.9924812030075187
99.58419958419958,0.9958367954576928,0.9957081545064378,0.996
100.0,1.0,1.0,1.0
100.0,1.0,1.0,1.0
99.79209979209979,0.9978964125305588,0.9976744186046511,0.99812734082397
100.0,1.0,1.0,1.0
100.0,1.0,1.0,1.0
100.0,1.0,1.0,1.0
99.79209979209979,0.9979092865059874,0.9977578475336323,0.9980694980694981
99.79209979209979,0.9979166395959753,0.9978260869565218,0.998015873015873
99.79209979209979,0.9979128789686758,0.997787610619469,0.998046875
99.58419958419958,0.9958084980306041,0.9954545454545455,0.9961977186311788
100.0,1.0,1.0,1.0
100.0,1.0,1.0,1.0
100.0,1.0,1.0,1.0
99.58419958419958,0.995828852891186,0.9956140350877193,0.996078431372549
99.58419958419958,0.9958418340883157,0.9958847736625515,0.9958333333333333
100.0,1.0,1.0,1.0
99.58419958419958,0.9958354978354979,0.9956896551724138,0.9960159362549801
100.0,1.0,1.0,1.0
99.79209979209979,0.9979128789686758,0.997787610619469,0.998046875
99.79209979209979,0.9979139289694983,0.9977973568281938,0.9980392156862745
99.79209979209979,0.9978903231182866,0.9976415094339622,0.9981481481481482
100.0,1.0,1.0,1.0
99.58419958419958,0.9958307329588794,0.9956331877729258,0.9960629921259843
99.79209979209979,0.9979000860047935,0.9976958525345623,0.9981132075471698
100.0,1.0,1.0,1.0
100.0,1.0,1.0,1.0
99.37629937629937,0.9937195607609646,0.9932432432432432,0.9942748091603053
99.79209979209979,0.9979204226600431,0.9979591836734694,0.9978902953586498
99.79209979209979,0.9978835280399534,0.9976076555023923,0.9981684981684982
99.58419958419958,0.995841115030781,0.9957983193277311,0.9959183673469387
100.0,1.0,1.0,1.0
99.79209979209979,0.9979117553845018,0.9977777777777778,0.9980544747081712
100.0,1.0,1.0,1.0
99.79209979209979,0.9979092865059874,0.9977578475336323,0.9980694980694981
99.58419958419958,0.9958115639150122,0.995475113122172,0.9961832061068703
99.58419958419958,0.9958405396056728,0.9957805907172996,0.9959349593495934
100.0,1.0,1.0,1.0
99.58419958419958,0.9958246527777778,0.995575221238938,0.9961089494163424
99.58419958419958,0.9958223318510284,0.9955555555555555,0.9961240310077519
99.79209979209979,0.9978964125305588,0.9976744186046511,0.99812734082397
100.0,1.0,1.0,1.0
99.58419958419958,0.9958389563652721,0.9957446808510638,0.9959677419354839
99.58419958419958,0.995798392732355,0.9953917050691244,0.9962406015037594
100.0,1.0,1.0,1.0
100.0,1.0,1.0,1.0
100.0,1.0,1.0,1.0
99.79209979209979,0.9979204226600431,0.9978902953586498,0.9979591836734694
99.79209979209979,0.9979200989358343,0.9978813559322034,0.9979674796747968
99.79209979209979,0.9979079406916409,0.9977477477477478,0.9980769230769231
99.58419958419958,0.9958415464951413,0.99581589958159,0.9959016393442623
100.0,1.0,1.0,1.0
100.0,1.0,1.0,1.0
100.0,1.0,1.0,1.0
