accuracy,f1_score,sensitivity,specificity
100.0,1.0,1.0,1.0
100.0,1.0,1.0,1.0
99.37629937629937,0.9937386369060275,0.9933920704845816,0.9941634241245136
99.79209979209979,0.9979166395959753,0.9978260869565218,0.998015873015873
99.37629937629937,0.9937612679801295,0.9936974789915967,0.9939024390243902
99.79209979209979,0.9979192351783358,0.997983870967742,0.9978632478632479
100.0,1.0,1.0,1.0
99.79209979209979,0.9979204226600431,0.9979591836734694,0.9978902953586498
99.79209979209979,0.9979050248914403,0.9977272727272728,0.9980916030534351
99.58419958419958,0.9958415464951413,0.99581589958159,0.9959016393442623
99.79209979209979,0.997920997920998,0.9979253112033195,0.9979253112033195
99.79209979209979,0.9979117553845018,0.9977777777777778,0.9980544747081712
99.79209979209979,0.997898287606888,0.9976851851851851,0.9981203007518797
99.79209979209979,0.997920997920998,0.9979253112033195,0.9979253112033195
99.58419958419958,0.9957827733744826,0.9953051643192488,0.9962962962962962
99.37629937629937,0.9937386369060275,0.9933920704845816,0.9941634241245136
100.0,1.0,1.0,1.0
100.0,1.0,1.0,1.0
100.0,1.0,1.0,1.0
100.0,1.0,1.0,1.0
99.79209979209979,0.9979206743758782,0.9978991596638656,0.9979508196721312
99.79209979209979,0.9979192351783358,0.9978632478632479,0.997983870967742
99.37629937629937,0.9936433118213255,0.992822966507177,0.9945454545454546
99.58419958419958,0.9957784799017027,0.9952830188679245,0.996309963099631
99.79209979209979,0.997894460373394,0.9976635514018692,0.9981343283582089
100.0,1.0,1.0,1.0
99.58419958419958,0.9957869105178334,0.9953271028037383,0.9962825278810409
99.79209979209979,0.9978733469804622,0.9975609756097561,0.9981949458483754
100.0,1.0,1.0,1.0
99.79209979209979,0.9979034542878937,0.9977168949771689,0.9980988593155893
99.79209979209979,0.9979209619765125,0.9979338842975207,0.9979166666666667
100.0,1.0,1.0,1.0
99.58419958419958,0.9958172458172458,0.9955156950672646,0.9961538461538462
99.79209979209979,0.9979206743758782,0.9979508196721312,0.9978991596638656
100.0,1.0,1.0,1.0
99.79209979209979,0.9978677660305428,0.9975369458128078,0.9982078853046594
100.0,1.0,1.0,1.0
99.58419958419958,0.995841115030781,0.9957983193277311,0.9959183673469387
99.58419958419958,0.9958307329588794,0.9956331877729258,0.9960629921259843
100.0,1.0,1.0,1.0
99.79209979209979,0.9979139289694983,0.9977973568281938,0.9980392156862745
99.58419958419958,0.9956580610218451,0.9947916666666667,0.9965635738831615
99.37629937629937,0.993710362863681,0.9931818181818182,0.9943181818181819
100.0,1.0,1.0,1.0
100.0,1.0,1.0,1.0
99.79209979209979,0.9979180823850725,0.998,0.9978448275862069
100.0,1.0,1.0,1.0
100.0,1.0,1.0,1.0
100.0,1.0,1.0,1.0
99.79209979209979,0.9978881371261981,0.9976303317535544,0.9981549815498155
99.79209979209979,0.9979139289694983,0.9977973568281938,0.9980392156862745
100.0,1.0,1.0,1.0
99.79209979209979,0.99791055798093,0.9977678571428572,0.998062015503876
100.0,1.0,1.0,1.0
99.79209979209979,0.997920997920998,0.9979253112033195,0.9979253112033195
99.58419958419958,0.9958268263057435,0.9955947136563876,0.99609375
100.0,1.0,1.0,1.0
100.0,1.0,1.0,1.0
99.79209979209979,0.9979128789686758,0.997787610619469,0.998046875
99.37629937629937,0.9937591094080452,0.9936440677966102,0.9939516129032258
99.58419958419958,0.9958115639150122,0.995475113122172,0.9961832061068703
100.0,1.0,1.0,1.0
100.0,1.0,1.0,1.0
99.79209979209979,0.9979000860047935,0.9976958525345623,0.9981132075471698
100.0,1.0,1.0,1.0
99.58419958419958,0.9957383846617287,0.9950980392156863,0.9964157706093191
99.79209979209979,0.9979208541355984,0.9979423868312758,0.997907949790795
99.79209979209979,0.9979117553845018,0.9977777777777778,0.9980544747081712
99.58419958419958,0.9958246527777778,0.9961089494163424,0.995575221238938
99.58419958419958,0.9958084980306041,0.9954545454545455,0.9961977186311788
99.79209979209979,0.9979200989358343,0.9978813559322034,0.9979674796747968
100.0,1.0,1.0,1.0
100.0,1.0,1.0,1.0
99.79209979209979,0.9979206743758782,0.9979508196721312,0.9978991596638656
100.0,1.0,1.0,1.0
99.37629937629937,0.9937542471552175,0.9935622317596566,0.9940239043824701
99.58419958419958,0.9958144796380091,0.9954954954954955,0.9961685823754789
99.79209979209979,0.9978964125305588,0.9976744186046511,0.99812734082397
99.58419958419958,0.995841115030781,0.9959183673469387,0.9957983193277311
99.79209979209979,0.9979117553845018,0.9977777777777778,0.9980544747081712
100.0,1.0,1.0,1.0
99.16839916839916,0.9916779127305444,0.9915254237288136,0.9919678714859438
99.79209979209979,0.9979158090863791,0.9978165938864629,0.9980237154150198
99.79209979209979,0.9979034542878937,0.9977168949771689,0.9980988593155893
99.37629937629937,0.9937238220749227,0.9932735426008968,0.9942528735632183
99.79209979209979,0.9979018081092281,0.9977064220183487,0.9981060606060606
99.79209979209979,0.9979149056072133,0.9978070175438596,0.9980314960629921
100.0,1.0,1.0,1.0
99.37629937629937,0.9937054243276844,0.9931506849315068,0.9943396226415094
100.0,1.0,1.0,1.0
99.79209979209979,0.9979139289694983,0.9977973568281938,0.9980392156862745
99.37629937629937,0.9937591094080452,0.9936440677966102,0.9939516129032258
99.58419958419958,0.9958198630375082,0.9955357142857143,0.9961389961389961
99.79209979209979,0.9979192351783358,0.9978632478632479,0.997983870967742
99.16839916839916,0.9916758964419217,0.9914893617021276,0.992
99.79209979209979,0.9979206743758782,0.9978991596638656,0.9979508196721312
99.79209979209979,0.9979158090863791,0.9978165938864629,0.9980237154150198
99.37629937629937,0.9937054243276844,0.9931506849315068,0.9943396226415094
100.0,1.0,1.0,1.0
99.37629937629937,0.9937602968075032,0.9936708860759493,0.9939271255060729
99.79209979209979,0.9979192351783358,0.9978632478632479,0.997983870967742
100.0,1.0,1.0,1.0
100.0,1.0,1.0,1.0
100.0,1.0,1.0,1.0
