epoch,time,lr,loss,acc,val_loss,val_acc
1,105.11768004199257,0.001,0.17440605860143799,94.65760077707625,0.05350447845056537,98.18652849740933
2,105.21464500000002,0.001,0.06252060388407121,97.92779666504775,0.04755768528491032,98.57512953367876
3,105.65799570799572,0.001,0.050237943210936234,98.46203658734014,0.03568699749891159,98.96373056994818
4,105.11543225000787,0.001,0.031868210791181836,98.8829528897523,0.03557310682731087,99.09326424870466
5,105.72309975000098,0.001,0.0333804090103484,98.91533106686093,0.033032877529956824,98.83419689119171
6,104.56746837499668,0.001,0.032918557108774775,98.94770924396957,0.047090342861922624,98.3160621761658
7,105.33809383300832,0.001,0.028147123861977714,98.86676380119799,0.023098767473676195,99.35233160621762
8,105.06821504099935,0.001,0.023866545009143394,99.23911283794722,0.012298307679092917,99.74093264248705
9,105.8049211250036,0.001,0.017949429376959085,99.35243645782742,0.028286926300639476,99.35233160621762
10,105.13823216599121,0.001,0.007466397066503937,99.82192002590254,0.017163195951909106,99.61139896373057
11,104.34509783399699,0.001,0.016243903301274416,99.51432734337057,0.03112509603361169,99.09326424870466
12,105.42458245799935,0.001,0.02219648912918374,99.3200582807188,0.026412712451900834,99.35233160621762
13,105.48395787501067,0.001,0.009952243086725132,99.6600291403594,0.015663083769628675,99.48186528497409
14,106.21452779200627,0.001,0.004313734112421093,99.85429820301117,0.015445833762533799,99.61139896373057
15,104.20195270900149,0.001,0.008521886645928385,99.78954184879392,0.044997057235587425,98.96373056994818
