accuracy_mean,accuracy_lower_ci,accuracy_upper_ci,f1_score_mean,f1_score_lower_ci,f1_score_upper_ci,sensitivity_mean,sensitivity_lower_ci,sensitivity_upper_ci,specificity_mean,specificity_lower_ci,specificity_upper_ci,loss_mean,loss_lower_ci,loss_upper_ci
96.7366528066528,96.23700623700624,97.23492723492724,0.9672713677574963,0.9620747448811315,0.9722629666831081,0.9694897256276083,0.9626499437112266,0.9760459588934486,0.9650768845306225,0.956982374580939,0.9722729052034766,0.11307780832622163,0.09242440367800527,0.13675843307087837
