accuracy_mean,accuracy_lower_ci,accuracy_upper_ci,f1_score_mean,f1_score_lower_ci,f1_score_upper_ci,sensitivity_mean,sensitivity_lower_ci,sensitivity_upper_ci,specificity_mean,specificity_lower_ci,specificity_upper_ci,loss_mean,loss_lower_ci,loss_upper_ci
97.24108108108109,96.79833679833679,97.67151767151768,0.9716198892295447,0.9672980114043838,0.976045945475338,0.9870137921981214,0.982066674879866,0.991273382647115,0.9567102801536463,0.9482939969722004,0.9645259326404846,0.0908784504601037,0.07407400998705778,0.10730118062011723
