accuracy_mean,accuracy_lower_ci,accuracy_upper_ci,f1_score_mean,f1_score_lower_ci,f1_score_upper_ci,sensitivity_mean,sensitivity_lower_ci,sensitivity_upper_ci,specificity_mean,specificity_lower_ci,specificity_upper_ci,loss_mean,loss_lower_ci,loss_upper_ci
96.75203742203742,96.21621621621621,97.25571725571726,0.9678417346194933,0.9624973612345902,0.9728001499255958,0.947732123199274,0.9385654340276712,0.956539831831612,0.9888373777497934,0.984347015131688,0.993112428806302,0.1015239999049648,0.0810425182931545,0.12428769340636034
