epoch,time,lr,loss,acc,val_loss,val_acc
1,122.05973325000377,0.001,0.6877982365924872,71.1024769305488,0.29811918063793774,89.63730569948187
2,116.68350579100661,0.001,0.2850999267081603,89.94657600777076,0.16996356227237325,94.55958549222798
3,112.58979016699595,0.001,0.22401698498890318,92.39112837947224,0.165246296558201,94.68911917098445
4,111.33340537498589,0.001,0.15797632715550367,94.51189898008742,0.14512976104576972,95.20725388601036
5,111.42404162499588,0.001,0.11348385107503733,95.87178241864983,0.13759315195324506,94.43005181347151
6,109.65549229099997,0.001,0.09316354570013237,96.6164804921483,0.10218783962139812,96.76165803108809
7,114.01593058300205,0.001,0.06756674771519643,97.8630403108305,0.13408892360091249,95.46632124352331
8,109.84134866698878,0.001,0.0562366413506481,97.91160757649344,0.09047787818545597,97.40932642487047
9,110.99486808298388,0.001,0.0558845469363544,98.02493119637364,0.06386217220150744,98.05699481865285
10,112.33139170799404,0.001,0.05488037791658571,98.15444390480816,0.1369424995367893,96.24352331606218
11,110.58358741598204,0.001,0.0427280743614681,98.59154929577464,0.09275949490377246,97.66839378238342
12,126.23705837500165,0.001,0.03662458570305875,98.81819653553505,0.08445292911390123,97.66839378238342
13,111.04514608401223,0.001,0.0341141880736399,98.81819653553505,0.0742267228064605,97.92746113989638
14,110.11402354200254,0.001,0.025788092528606612,99.25530192650155,0.05727554301429242,98.44559585492227
15,110.49578945801477,0.001,0.031953907371356165,98.78581835842643,0.11024199740012983,97.53886010362694
