epoch,time,lr,loss,acc,val_loss,val_acc
1,81.36639375000232,0.001,0.07292945930288018,97.00520833333333,0.027367747920964445,98.88392857142857
2,80.2828557089997,0.001,0.018801915912748275,99.34895833333333,0.009427153255923517,99.33035714285714
3,81.67366649999894,0.001,0.011956551727901872,99.63541666666667,0.0037037911471478374,99.77678571428571
4,81.13360170799933,0.001,0.013511564454787125,99.66145833333333,0.02130661399236747,98.66071428571429
5,80.50213233299655,0.001,0.00699247135561715,99.765625,0.000454808867029247,100.0
6,80.75114700000267,0.001,0.009355754968570789,99.58333333333333,0.0007102920883750942,100.0
7,79.99916829200083,0.001,0.0038196043182286608,99.84375,0.00024695347591270026,100.0
8,81.20607216700228,0.001,0.006349756287522723,99.765625,0.019836579000444284,99.33035714285714
9,79.81551241699708,0.001,0.001651811585679752,99.94791666666667,0.0001794812415027991,100.0
10,81.56888566699854,0.001,0.009001949821693719,99.609375,0.00030742741715325143,100.0
11,82.24962354200034,0.001,0.0020840148373035086,99.921875,0.00017539758807418236,100.0
12,80.90298704199813,0.001,0.0008521915799875046,100.0,0.00010071916787118036,100.0
13,81.2264240830009,0.001,0.0020773914500561356,99.89583333333333,0.00016901968995495866,100.0
14,80.05951483299941,0.001,0.0003673460369095475,100.0,0.000935789701608363,100.0
15,81.89421533299901,0.001,0.0007767760523629264,99.97395833333333,0.0004524505035468402,100.0
16,82.16183549999914,0.001,0.0007325447175049978,99.97395833333333,0.0008721843050157726,100.0
17,80.71757266600252,0.001,0.02020842915932614,99.34895833333333,0.0027269364717150374,100.0
18,82.48129941699881,0.001,0.0049418703634084215,99.81770833333333,0.0006451662816938811,100.0
19,81.99774541700026,0.0001,0.0035025851890111426,99.84375,6.911525672746523e-05,100.0
20,80.70406891699895,0.0001,0.0043585676866518,99.921875,0.0001270154942696016,100.0
21,82.4524661659998,0.0001,0.0013355673957515062,100.0,5.040260780983122e-05,100.0
22,80.7176942499973,0.0001,0.0009732690023038041,99.97395833333333,8.487539038729405e-05,100.0
23,80.20434491700144,0.0001,0.000952509374713865,99.97395833333333,7.444460074371559e-05,100.0
24,82.23360579199652,0.0001,0.0008952540314453473,99.97395833333333,0.00010440730648042518,100.0
25,82.9341314580015,0.0001,0.001319697097647084,99.97395833333333,0.00014965397502107538,100.0
